"correct_type" "svm" "tree" "maxent"
"2275" "Positive" "Positive" "Positive" "Positive"
"2276" "Positive" "Negative" "Negative" "Negative"
"2277" "Positive" "Negative" "Positive" "Positive"
"2278" "Positive" "Positive" "Positive" "Positive"
"2279" "Positive" "Positive" "Positive" "Positive"
"2280" "Positive" "Positive" "Positive" "Positive"
"2281" "Positive" "Positive" "Positive" "Positive"
"2282" "Positive" "Positive" "Positive" "Positive"
"2283" "Positive" "Positive" "Positive" "Positive"
"2284" "Positive" "Negative" "Positive" "Negative"
"2285" "Positive" "Positive" "Positive" "Positive"
"2286" "Positive" "Positive" "Positive" "Positive"
"2287" "Positive" "Positive" "Positive" "Positive"
"2288" "Positive" "Positive" "Positive" "Positive"
"2289" "Positive" "Negative" "Positive" "Positive"
"2290" "Positive" "Positive" "Positive" "Positive"
"2291" "Positive" "Positive" "Positive" "Positive"
"2292" "Positive" "Positive" "Positive" "Positive"
"2293" "Positive" "Positive" "Positive" "Positive"
"2294" "Positive" "Negative" "Positive" "Negative"
"2295" "Positive" "Positive" "Positive" "Positive"
"2296" "Positive" "Positive" "Positive" "Positive"
"2297" "Positive" "Positive" "Positive" "Positive"
"2298" "Positive" "Positive" "Positive" "Positive"
"2299" "Positive" "Positive" "Positive" "Positive"
"2300" "Positive" "Positive" "Positive" "Positive"
"2301" "Positive" "Negative" "Positive" "Negative"
"2302" "Positive" "Positive" "Positive" "Positive"
"2303" "Positive" "Positive" "Positive" "Positive"
"2304" "Positive" "Negative" "Positive" "Negative"
"2305" "Positive" "Positive" "Positive" "Positive"
"2306" "Positive" "Negative" "Positive" "Positive"
"2307" "Positive" "Positive" "Negative" "Positive"
"2308" "Positive" "Negative" "Positive" "Positive"
"2309" "Positive" "Negative" "Negative" "Positive"
"2310" "Positive" "Negative" "Positive" "Positive"
"2311" "Positive" "Negative" "Positive" "Positive"
"2312" "Positive" "Negative" "Positive" "Positive"
"2313" "Positive" "Positive" "Positive" "Positive"
"2314" "Positive" "Negative" "Positive" "Negative"
"2315" "Positive" "Negative" "Positive" "Negative"
"2316" "Positive" "Negative" "Positive" "Positive"
"2317" "Positive" "Negative" "Positive" "Positive"
"2318" "Positive" "Negative" "Positive" "Positive"
"2319" "Positive" "Positive" "Positive" "Positive"
"2320" "Positive" "Positive" "Positive" "Positive"
"2321" "Positive" "Negative" "Positive" "Positive"
"2322" "Positive" "Positive" "Positive" "Positive"
"2323" "Positive" "Negative" "Positive" "Positive"
"2324" "Positive" "Negative" "Positive" "Negative"
"2325" "Positive" "Negative" "Negative" "Positive"
"2326" "Positive" "Negative" "Positive" "Positive"
"2327" "Positive" "Negative" "Positive" "Positive"
"2328" "Positive" "Positive" "Positive" "Positive"
"2329" "Positive" "Positive" "Positive" "Positive"
"2330" "Positive" "Positive" "Positive" "Positive"
"2331" "Positive" "Negative" "Positive" "Positive"
"2332" "Positive" "Negative" "Positive" "Positive"
"2333" "Positive" "Positive" "Positive" "Positive"
"2334" "Positive" "Positive" "Positive" "Positive"
"2335" "Positive" "Negative" "Positive" "Negative"
"2336" "Positive" "Negative" "Positive" "Positive"
"2337" "Positive" "Negative" "Positive" "Positive"
"2338" "Positive" "Negative" "Positive" "Positive"
"2339" "Positive" "Negative" "Positive" "Positive"
"2340" "Positive" "Negative" "Positive" "Negative"
"2341" "Positive" "Negative" "Positive" "Positive"
"2342" "Positive" "Positive" "Positive" "Positive"
"2343" "Positive" "Negative" "Negative" "Negative"
"2344" "Positive" "Negative" "Positive" "Positive"
"2345" "Positive" "Negative" "Positive" "Negative"
"2346" "Positive" "Positive" "Positive" "Positive"
"2347" "Positive" "Positive" "Positive" "Positive"
"2348" "Positive" "Negative" "Positive" "Positive"
"2349" "Positive" "Positive" "Positive" "Positive"
"2350" "Positive" "Positive" "Positive" "Positive"
"2351" "Positive" "Negative" "Negative" "Negative"
"2352" "Positive" "Negative" "Negative" "Positive"
"2353" "Positive" "Negative" "Positive" "Negative"
"2354" "Positive" "Positive" "Positive" "Positive"
"2355" "Positive" "Negative" "Positive" "Negative"
"2356" "Positive" "Positive" "Negative" "Positive"
"2357" "Positive" "Positive" "Positive" "Positive"
"2358" "Positive" "Positive" "Positive" "Positive"
"2359" "Positive" "Positive" "Positive" "Positive"
"2360" "Positive" "Positive" "Positive" "Positive"
"2361" "Positive" "Negative" "Positive" "Positive"
"2362" "Positive" "Positive" "Positive" "Positive"
"2363" "Positive" "Negative" "Positive" "Negative"
"2364" "Positive" "Positive" "Positive" "Positive"
"2365" "Positive" "Negative" "Positive" "Negative"
"2366" "Positive" "Negative" "Positive" "Positive"
"2367" "Positive" "Negative" "Negative" "Negative"
"2368" "Positive" "Negative" "Positive" "Positive"
"2369" "Positive" "Positive" "Negative" "Positive"
"2370" "Positive" "Positive" "Positive" "Positive"
"2371" "Positive" "Positive" "Positive" "Positive"
"2372" "Positive" "Positive" "Positive" "Positive"
"2373" "Positive" "Positive" "Positive" "Positive"
"2374" "Positive" "Negative" "Positive" "Positive"
"2375" "Positive" "Negative" "Positive" "Negative"
"2376" "Positive" "Positive" "Positive" "Positive"
"2377" "Positive" "Negative" "Positive" "Positive"
"2378" "Positive" "Positive" "Positive" "Positive"
"2379" "Positive" "Negative" "Positive" "Positive"
"2380" "Positive" "Positive" "Positive" "Positive"
"2381" "Positive" "Positive" "Negative" "Positive"
"2382" "Positive" "Negative" "Positive" "Positive"
"2383" "Positive" "Negative" "Positive" "Negative"
"2384" "Positive" "Negative" "Positive" "Negative"
"2385" "Positive" "Negative" "Positive" "Negative"
"2386" "Positive" "Negative" "Positive" "Positive"
"2387" "Positive" "Negative" "Positive" "Positive"
"2388" "Positive" "Negative" "Positive" "Positive"
"2389" "Positive" "Positive" "Positive" "Positive"
"2390" "Positive" "Positive" "Positive" "Positive"
"2391" "Positive" "Negative" "Positive" "Positive"
"2392" "Positive" "Positive" "Positive" "Positive"
"2393" "Positive" "Negative" "Positive" "Positive"
"2394" "Positive" "Positive" "Positive" "Positive"
"2395" "Positive" "Negative" "Positive" "Negative"
"2396" "Positive" "Positive" "Positive" "Positive"
"2397" "Positive" "Positive" "Positive" "Positive"
"2398" "Positive" "Negative" "Positive" "Negative"
"2399" "Positive" "Positive" "Negative" "Positive"
"2400" "Positive" "Negative" "Negative" "Negative"
"2401" "Positive" "Negative" "Positive" "Positive"
"2402" "Positive" "Negative" "Positive" "Positive"
"2403" "Positive" "Negative" "Positive" "Positive"
"2404" "Positive" "Negative" "Positive" "Negative"
"2405" "Positive" "Negative" "Positive" "Negative"
"2406" "Positive" "Positive" "Negative" "Positive"
"2407" "Positive" "Positive" "Positive" "Positive"
"2408" "Positive" "Positive" "Positive" "Positive"
"2409" "Positive" "Positive" "Negative" "Positive"
"2410" "Positive" "Positive" "Positive" "Positive"
"2411" "Positive" "Positive" "Positive" "Positive"
"2412" "Positive" "Negative" "Negative" "Positive"
"2413" "Positive" "Positive" "Positive" "Positive"
"2414" "Positive" "Positive" "Positive" "Positive"
"2415" "Positive" "Negative" "Positive" "Negative"
"2416" "Positive" "Negative" "Positive" "Positive"
"2417" "Positive" "Negative" "Positive" "Positive"
"2418" "Positive" "Positive" "Positive" "Positive"
"2419" "Positive" "Positive" "Positive" "Positive"
"2420" "Positive" "Positive" "Positive" "Positive"
"2421" "Positive" "Positive" "Positive" "Positive"
"2422" "Positive" "Negative" "Positive" "Positive"
"2423" "Positive" "Positive" "Positive" "Positive"
"2424" "Positive" "Negative" "Positive" "Negative"
"2425" "Positive" "Negative" "Positive" "Negative"
"2426" "Positive" "Negative" "Positive" "Negative"
"2427" "Positive" "Negative" "Positive" "Positive"
"2428" "Positive" "Positive" "Positive" "Positive"
"2429" "Positive" "Positive" "Positive" "Positive"
"2430" "Positive" "Positive" "Positive" "Positive"
"2431" "Positive" "Positive" "Positive" "Positive"
"2432" "Positive" "Positive" "Positive" "Positive"
"2433" "Positive" "Negative" "Positive" "Negative"
"2434" "Positive" "Positive" "Positive" "Positive"
"2435" "Positive" "Negative" "Positive" "Negative"
"2436" "Positive" "Positive" "Positive" "Positive"
"2437" "Positive" "Positive" "Positive" "Positive"
"2438" "Positive" "Positive" "Positive" "Positive"
"2439" "Positive" "Negative" "Positive" "Positive"
"2440" "Positive" "Negative" "Positive" "Positive"
"2441" "Positive" "Negative" "Positive" "Positive"
"2442" "Positive" "Positive" "Positive" "Positive"
"2443" "Positive" "Negative" "Positive" "Negative"
"2444" "Positive" "Negative" "Positive" "Positive"
"2445" "Positive" "Negative" "Positive" "Negative"
"2446" "Positive" "Positive" "Negative" "Positive"
"2447" "Positive" "Positive" "Positive" "Positive"
"2448" "Positive" "Positive" "Positive" "Positive"
"2449" "Positive" "Positive" "Positive" "Positive"
"2450" "Positive" "Positive" "Positive" "Positive"
"2451" "Positive" "Positive" "Positive" "Positive"
"2452" "Positive" "Positive" "Positive" "Positive"
"2453" "Positive" "Positive" "Positive" "Positive"
"2454" "Positive" "Positive" "Positive" "Positive"
"2455" "Positive" "Positive" "Positive" "Positive"
"2456" "Positive" "Positive" "Positive" "Positive"
"2457" "Positive" "Positive" "Negative" "Positive"
"2458" "Positive" "Negative" "Positive" "Positive"
"2459" "Positive" "Positive" "Positive" "Positive"
"2460" "Positive" "Positive" "Positive" "Positive"
"2461" "Positive" "Positive" "Positive" "Positive"
"2462" "Positive" "Negative" "Positive" "Positive"
"2463" "Positive" "Positive" "Positive" "Positive"
"2464" "Positive" "Positive" "Positive" "Positive"
"2465" "Positive" "Negative" "Positive" "Positive"
"2466" "Positive" "Negative" "Positive" "Negative"
"2467" "Positive" "Positive" "Positive" "Positive"
"2468" "Positive" "Positive" "Positive" "Positive"
"2469" "Positive" "Positive" "Positive" "Positive"
"2470" "Positive" "Positive" "Positive" "Positive"
"2471" "Positive" "Negative" "Positive" "Negative"
"2472" "Positive" "Positive" "Positive" "Positive"
"2473" "Positive" "Positive" "Positive" "Positive"
"2474" "Positive" "Negative" "Positive" "Positive"
"2475" "Positive" "Negative" "Positive" "Positive"
"2476" "Positive" "Negative" "Positive" "Negative"
"2477" "Positive" "Positive" "Positive" "Positive"
"2478" "Positive" "Negative" "Negative" "Negative"
"2479" "Positive" "Positive" "Positive" "Positive"
"2480" "Positive" "Negative" "Positive" "Negative"
"2481" "Positive" "Negative" "Positive" "Negative"
"2482" "Positive" "Negative" "Positive" "Negative"
"2483" "Positive" "Negative" "Positive" "Negative"
"2484" "Positive" "Negative" "Positive" "Negative"
